id,province,district,name,category,municipality_or_area,priority,research_status,geometry_type,source_routing_status,access_status,permit_layers,parent_entity_id,visitor_ready_label,match_method,permit_entry_text,how_to_visit,canonical_source_file,visitor_ready_source_file
np-gandaki-nawalpur-gaindakot,Gandaki,Nawalpur,Gaindakot,Urban / river gateway,Gaindakot,4,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/nawalpur.md,provinces/gandaki/visitor_ready/nawalpur.md
np-gandaki-nawalpur-madhyabindu-wetlands,Gandaki,Nawalpur,Madhyabindu wetlands,Wetland / birding,Madhyabindu,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,NONE,,,exact,,,provinces/gandaki/districts/nawalpur.md,provinces/gandaki/visitor_ready/nawalpur.md
np-gandaki-nawalpur-gundrahi-dhakaha-buffer-zone,Gandaki,Nawalpur,Gundrahi Dhakaha Buffer Zone,Community forest / wildlife,Nawalpur,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Gundrahi Dhakaha Buffer Zone,root-mention,,,provinces/gandaki/districts/nawalpur.md,provinces/gandaki/visitor_ready/nawalpur.md
np-gandaki-nawalpur-namuna-buffer-zone-community-forest,Gandaki,Nawalpur,Namuna Buffer Zone Community Forest,Community forest / wildlife,Nawalpur,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Namuna Buffer Zone Community Forest,mention,,,provinces/gandaki/districts/nawalpur.md,provinces/gandaki/visitor_ready/nawalpur.md
np-gandaki-nawalpur-tharu-cultural-villages,Gandaki,Nawalpur,Tharu cultural villages,Community tourism / culture,Southern Nawalpur,4,Needs local verification,AREA,routable,ROUTABLE,DYNAMIC,,,exact,,,provinces/gandaki/districts/nawalpur.md,provinces/gandaki/visitor_ready/nawalpur.md
np-gandaki-nawalpur-bote-and-majhi-fishing-communities,Gandaki,Nawalpur,Bote and Majhi fishing communities,Cultural landscape,Narayani corridor,3,Needs local verification,CORRIDOR,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/nawalpur.md,provinces/gandaki/visitor_ready/nawalpur.md
np-gandaki-nawalpur-hupsekot-highlands,Gandaki,Nawalpur,Hupsekot highlands,Viewpoint / community tourism,Hupsekot,3,First-round researched,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/nawalpur.md,provinces/gandaki/visitor_ready/nawalpur.md
np-gandaki-nawalpur-bulingtar-hill-landscape,Gandaki,Nawalpur,Bulingtar hill landscape,Community / natural attraction,Bulingtar,3,First-round researched,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/nawalpur.md,provinces/gandaki/visitor_ready/nawalpur.md
np-gandaki-nawalpur-binayi-khola-corridor,Gandaki,Nawalpur,Binayi Khola corridor,River / natural attraction,Binayi Triveni,2,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,,exact,,,provinces/gandaki/districts/nawalpur.md,provinces/gandaki/visitor_ready/nawalpur.md
np-gandaki-nawalpur-narayani-river-islands-and-bird-sites,Gandaki,Nawalpur,Narayani river islands and bird sites,Wetland / wildlife,Southern Nawalpur,4,Needs local verification,AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,,exact,,,provinces/gandaki/districts/nawalpur.md,provinces/gandaki/visitor_ready/nawalpur.md
np-gandaki-parbat-kushma,Gandaki,Parbat,Kushma,Adventure / gateway town,Kushma,5,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-the-cliff-nepal-complex,Gandaki,Parbat,The Cliff Nepal complex,Adventure attraction,Kushma–Baglung corridor,5,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-kushma-bungee-and-canyon-swing,Gandaki,Parbat,Kushma bungee and canyon swing,Adventure attraction,Kushma,5,Established,POINT,routable,ROUTABLE,OPERATOR_DEPENDENT;DYNAMIC,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-kushma-suspension-bridges,Gandaki,Parbat,Kushma suspension bridges,Bridge / viewpoint,Kushma area,5,Established,POINT,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-kali-gandaki-gorge-parbat-sector,Gandaki,Parbat,Kali Gandaki Gorge (Parbat sector),Gorge / river,Western Parbat,5,Established,CORRIDOR,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-modi-river-valley,Gandaki,Parbat,Modi River Valley,River / scenic corridor,Northern Parbat,4,Established,CORRIDOR,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-gupteshwor-cave-parbat,Gandaki,Parbat,"Gupteshwor Cave, Parbat",Cave / religious site,Kushma area,4,Established,POINT,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-alapeshwar-cave,Gandaki,Parbat,Alapeshwar Cave,Cave / religious site,Parbat,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,NONE,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-mahashila,Gandaki,Parbat,Mahashila,Geological / religious landscape,Mahashila,4,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-mahashila-viewpoint,Gandaki,Parbat,Mahashila viewpoint,Viewpoint,Mahashila,3,Established,HOLD,routing_hold,ROUTING_HOLD,NONE,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-salija,Gandaki,Parbat,Salija,Community tourism / highland village,Jaljala,4,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-jaljala-highland-parbat-sector,Gandaki,Parbat,Jaljala highland (Parbat sector),Trekking / landscape,Jaljala,4,Established,ROUTE,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-phalebas,Gandaki,Parbat,Phalebas,Historic town / community tourism,Phalebas,3,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-pang,Gandaki,Parbat,Pang,Heritage village,Kushma area,3,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-chitre,Gandaki,Parbat,Chitre,Community tourism / village,Modi,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-arthar,Gandaki,Parbat,Arthar,Community tourism / cultural village,Parbat,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-bihadi-rural-landscape,Gandaki,Parbat,Bihadi rural landscape,Community / agro-tourism,Bihadi,2,Needs local verification,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-parbat-seti-khola-corridor,Gandaki,Parbat,Seti Khola corridor,River / natural attraction,Parbat,2,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,,exact,,,provinces/gandaki/districts/parbat.md,provinces/gandaki/visitor_ready/parbat.md
np-gandaki-syangja-sirubari,Gandaki,Syangja,Sirubari,Community tourism / heritage village,Arjun Chaupari,5,Established,AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-panchase-landscape-syangja-sector,Gandaki,Syangja,Panchase landscape (Syangja sector),Forest / trekking / viewpoint,Northern Syangja,4,Established,ROUTE,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-alamdevi-temple,Gandaki,Syangja,Alamdevi Temple,Religious site,Kaligandaki area,4,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-waling,Gandaki,Syangja,Waling,Gateway town,Waling,4,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-aandhikhola-valley,Gandaki,Syangja,Aandhikhola Valley,River / cultural landscape,Central Syangja,4,Established,CORRIDOR,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-kali-gandaki-river-syangja-sector,Gandaki,Syangja,Kali Gandaki River (Syangja sector),River / gorge,Southern Syangja,4,Established,CORRIDOR,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-ramdi,Gandaki,Syangja,Ramdi,Pilgrimage / river crossing,Kaligandaki boundary,4,Established,POINT,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-bhirkot,Gandaki,Syangja,Bhirkot,Historical / community landscape,Bhirkot,3,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-chapakot,Gandaki,Syangja,Chapakot,Historic town / river landscape,Chapakot,3,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-sataun-kot,Gandaki,Syangja,Sataun Kot,Historical site / viewpoint,Putalibazar area,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-putalibazar,Gandaki,Syangja,Putalibazar,District town / heritage area,Putalibazar,3,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-aruchaur,Gandaki,Syangja,Aruchaur,Community tourism,Arjun Chaupari,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-phedikhola-ridge-villages,Gandaki,Syangja,Phedikhola ridge villages,Community tourism / viewpoint,Phedikhola,3,First-round researched,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-harinas-highlands,Gandaki,Syangja,Harinas highlands,Forest / community tourism,Harinas,3,First-round researched,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-biruwa-rural-landscape,Gandaki,Syangja,Biruwa rural landscape,Agro / community tourism,Biruwa,2,Needs local verification,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-gurung-heritage-villages,Gandaki,Syangja,Gurung heritage villages,Cultural landscape,Northern Syangja,3,Needs local verification,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-magar-heritage-villages,Gandaki,Syangja,Magar heritage villages,Cultural landscape,Southern / western Syangja,3,Needs local verification,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-syangja-aandhikhola-riverside-sites,Gandaki,Syangja,Aandhikhola riverside sites,River recreation,District-wide,2,Needs local verification,CORRIDOR,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,,exact,,,provinces/gandaki/districts/syangja.md,provinces/gandaki/visitor_ready/syangja.md
np-gandaki-tanahun-bandipur-old-town,Gandaki,Tanahun,Bandipur Old Town,Heritage town,Bandipur,5,Established,AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-bandipur-tundikhel,Gandaki,Tanahun,Bandipur Tundikhel,Viewpoint,Bandipur,5,Established,POINT,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-siddha-cave,Gandaki,Tanahun,Siddha Cave,Cave,Bandipur area,5,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-khadga-devi-temple,Gandaki,Tanahun,Khadga Devi Temple,Religious site,Bandipur,4,Established,POINT,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-thani-mai-temple-gurungche-hill,Gandaki,Tanahun,Thani Mai Temple / Gurungche Hill,Religious site / viewpoint,Bandipur,4,Established,POINT,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-ramkot,Gandaki,Tanahun,Ramkot,Community tourism / heritage village,Bandipur area,4,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-bhanu-bhakta-birthplace-chundi-ramgha,Gandaki,Tanahun,"Bhanu Bhakta birthplace, Chundi Ramgha",Literary heritage,Bhanu,5,Established,POINT,routable,ROUTABLE,NONE,,"Bhanu Bhakta birthplace, Chundi Ramgha",root-mention,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-devghat-pilgrimage-landscape-tanahun-side,Gandaki,Tanahun,Devghat pilgrimage landscape (Tanahun side),Religious / river confluence,Devghat,5,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-chhimkeshwari-temple-and-hill,Gandaki,Tanahun,Chhimkeshwari Temple and Hill,Religious site / viewpoint,Aanbukhaireni area,4,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-tanahun-sur-tanahun-kot,Gandaki,Tanahun,Tanahun Sur / Tanahun Kot,Historical site / viewpoint,Byas area,4,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-damauli-byas-town,Gandaki,Tanahun,Damauli / Byas town,Historic / gateway town,Byas,3,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-byas-cave,Gandaki,Tanahun,Byas Cave,Cave / religious site,Damauli area,4,Established,POINT,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-madi-river,Gandaki,Tanahun,Madi River,River / scenic corridor,Central Tanahun,3,Established,CORRIDOR,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-seti-river-tanahun-sector,Gandaki,Tanahun,Seti River (Tanahun sector),River / gorge,Tanahun,4,Established,CORRIDOR,routable,ROUTABLE,OPERATOR_DEPENDENT;DYNAMIC,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-marsyangdi-river-tanahun-sector,Gandaki,Tanahun,Marsyangdi River (Tanahun sector),River / scenic corridor,Eastern Tanahun,4,Established,CORRIDOR,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-manung-kot,Gandaki,Tanahun,Manung Kot,Viewpoint,Byas,4,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-shuklagandaki-valley,Gandaki,Tanahun,Shuklagandaki valley,Urban / river landscape,Shuklagandaki,3,Established,CORRIDOR,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-ghiring-highlands,Gandaki,Tanahun,Ghiring highlands,Community / viewpoint landscape,Ghiring,3,First-round researched,HOLD,routing_hold,ROUTING_HOLD,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-rishing-heritage-villages,Gandaki,Tanahun,Rishing heritage villages,Cultural landscape,Rishing,3,First-round researched,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-gandaki-tanahun-aanbukhaireni-gateway,Gandaki,Tanahun,Aanbukhaireni gateway,Transport / tourism gateway,Aanbukhaireni,3,Established,AREA,routable,ROUTABLE,NONE,,,exact,,,provinces/gandaki/districts/tanahun.md,provinces/gandaki/visitor_ready/tanahun.md
np-lumbini-arghakhanchi-supa-deurali-temple,Lumbini,Arghakhanchi,Supa Deurali Temple,Religious sites and temples,Sandhikharka Municipality,High,Established,POINT,routable,ROUTABLE,ENTRY_FEE;DYNAMIC,,Supa Deurali Temple,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-supa-deurali-forest-and-gorge-landscape,Lumbini,Arghakhanchi,Supa Deurali forest and gorge landscape,Natural attractions,Supa Deurali corridor,Medium,Needs local verification,POINT,routable,ROUTABLE,NONE,,Supa Deurali forest and gorge landscape,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-argha-kot,Lumbini,Arghakhanchi,Argha Kot,"Museums, palaces, forts, and monuments","Argha, Sandhikharka Municipality",High,Established,POINT,routable,ROUTABLE,NONE,,Argha Kot,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-argha-bhagwati-temple,Lumbini,Arghakhanchi,Argha Bhagwati Temple,Religious sites and temples,Argha,High,Established,POINT,routable,ROUTABLE,DYNAMIC,,Argha Bhagwati Temple,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-khanchi-kot,Lumbini,Arghakhanchi,Khanchi Kot,"Museums, palaces, forts, and monuments","Khanchikot, Sandhikharka Municipality",High,Established,POINT,routable,ROUTABLE,DYNAMIC,,Khanchi Kot,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-khanchikot-ridge-viewpoint,Lumbini,Arghakhanchi,Khanchikot ridge viewpoint,Viewpoints and hill stations,Khanchikot,Medium,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Khanchikot ridge viewpoint,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-sandhikharka-historic-town-and-valley,Lumbini,Arghakhanchi,Sandhikharka historic town and valley,Historical and cultural places,Sandhikharka Municipality,High,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Sandhikharka historic town and valley,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-chutrabeshi-triveni,Lumbini,Arghakhanchi,Chutrabeshi Triveni,Rivers and waterfalls,Sandhikharka Municipality,Medium,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Chutrabeshi Triveni,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-narapani-hill-and-forest,Lumbini,Arghakhanchi,Narapani hill and forest,Viewpoints and hill stations,Sandhikharka Municipality,High,Established,AREA,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Narapani hill and forest,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-narapani-picnic-and-hiking-area,Lumbini,Arghakhanchi,Narapani picnic and hiking area,Lesser-known or emerging destinations,Narapani,Medium,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Narapani picnic and hiking area,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-panini-tapobhumi,Lumbini,Arghakhanchi,Panini Tapobhumi,Historical and cultural places,Panini Rural Municipality,High,Established,POINT,routable,ROUTABLE,NONE,,Panini Tapobhumi,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-panini-hill-viewpoint,Lumbini,Arghakhanchi,Panini hill viewpoint,Viewpoints and hill stations,Panini Rural Municipality,Medium,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Panini hill viewpoint,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-durvaseshwar-cave-durbasha-cave,Lumbini,Arghakhanchi,Durvaseshwar Cave / Durbasha Cave,Caves,Panini Rural Municipality,Medium,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Durvaseshwar Cave / Durbasha Cave,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-chhatradev-temple-area,Lumbini,Arghakhanchi,Chhatradev Temple area,Religious sites and temples,Chhatradev Rural Municipality,Medium,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Chhatradev Temple area,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-malarani-hill-landscape,Lumbini,Arghakhanchi,Malarani hill landscape,Viewpoints and hill stations,Malarani Rural Municipality,Medium,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Malarani hill landscape,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-bhumikasthan-cultural-landscape,Lumbini,Arghakhanchi,Bhumikasthan cultural landscape,Historical and cultural places,Bhumikasthan Municipality,Medium,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Bhumikasthan cultural landscape,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-thada-town-and-hill-corridor,Lumbini,Arghakhanchi,Thada town and hill corridor,Community tourism and notable villages,Sitganga Municipality,Medium,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Thada town and hill corridor,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-thada-lake,Lumbini,Arghakhanchi,Thada Lake,Lakes and wetlands,Sitganga Municipality,Medium,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Thada Lake,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-sengleng-lake,Lumbini,Arghakhanchi,Sengleng Lake,Lakes and wetlands,Arghakhanchi district,Low,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Sengleng Lake,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-banganga-river-upper-valley,Lumbini,Arghakhanchi,Banganga River upper valley,Rivers and waterfalls,Southern Arghakhanchi,Medium,Established,HOLD,routing_hold,ROUTING_HOLD,ENTRY_FEE;DYNAMIC,,Banganga River upper valley,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-jhimruk-river-valley,Lumbini,Arghakhanchi,Jhimruk River valley,Rivers and waterfalls,Western Arghakhanchi,Medium,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Jhimruk River valley,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-sitganga-forest-and-chure-landscape,Lumbini,Arghakhanchi,Sitganga forest and Chure landscape,Natural attractions,Sitganga Municipality,Medium,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Sitganga forest and Chure landscape,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-jaluke-and-rapti-corridor,Lumbini,Arghakhanchi,Jaluke and Rapti corridor,Natural attractions,Sitganga Municipality,Medium,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Jaluke and Rapti corridor,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-arghakhanchi-mathurabeshi-rural-valley,Lumbini,Arghakhanchi,Mathurabeshi rural valley,Community tourism and notable villages,Arghakhanchi district,Low,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Mathurabeshi rural valley,mention,,,provinces/lumbini/districts/arghakhanchi.md,provinces/lumbini/visitor_ready/arghakhanchi.md
np-lumbini-banke-banke-national-park,Lumbini,Banke,Banke National Park,"National parks, conservation areas, and wildlife sites","Rapti Sonari, Narainapur and northern Banke",,Government-managed / established,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY;BORDER_CONTROL;OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,banke-national-park,Banke National Park,mention,,,provinces/lumbini/districts/banke.md,provinces/lumbini/visitor_ready/banke.md
